FamilyMembers,HouseType,Occupation,IncomeLevel,WorkFromHome,Season,Temperature,Humidity,ACCount,ACHours,FanCount,LightCount,LEDPercentage,Cooler,Geyser,Refrigerator,WashingMachine,LaptopHours,TVHours,PreviousMonthUnits,MonthlyUnits,ElectricityBill,CarbonEmission,EstimatedBaseLoad
7,1BHK,Employed,Very High,No,Spring,23.2,49.8,1,1.8,4,11,88.9,1,1,1,1,0.5,6.0,188.3,293.2,1405.81,240.43,302.66
7,1BHK,Homemaker,Low,Yes,Summer,34.4,68.5,0,0.0,6,9,18.3,0,1,1,1,1.2,3.8,208.1,263.8,1214.47,216.29,256.88
4,2BHK,Employed,Medium,Partial,Monsoon,26.6,81.8,0,0.0,4,11,46.6,0,1,1,1,8.7,2.3,222.7,223.8,954.38,183.48,207.65
8,1BHK,Employed,Medium,No,Summer,36.8,60.8,1,8.8,4,12,21.1,1,0,1,1,1.9,4.8,889.6,722.2,5038.76,592.21,706.64
4,3BHK,Retired,Medium,No,Spring,29.6,54.3,1,2.4,6,14,31.2,1,0,1,1,1.2,2.8,191.4,372.0,2061.61,305.0,361.46
2,1BHK,Employed,High,No,Winter,12.7,39.7,1,0.0,4,5,64.3,1,0,1,1,5.9,1.0,357.3,148.9,570.13,122.11,132.18
5,3BHK,Employed,Low,Partial,Summer,38.1,73.8,0,0.0,7,13,15.1,0,0,1,1,8.1,4.4,307.4,311.3,1545.93,255.25,303.93
2,4BHK,Employed,High,No,Summer,36.7,72.3,2,9.8,8,16,62.6,0,1,1,1,1.5,2.7,437.8,1309.7,10032.2,1073.93,1220.18
6,1BHK,Employed,Medium,No,Monsoon,30.3,85.5,0,0.0,3,8,30.4,1,1,1,1,0.5,4.3,248.5,224.3,957.8,183.91,217.0
2,1BHK,Homemaker,High,Partial,Monsoon,30.8,83.8,1,4.2,2,5,61.2,1,0,1,1,1.7,2.1,324.0,327.5,1683.65,268.54,364.2
5,2BHK,Retired,High,No,Monsoon,33.3,78.3,0,0.0,5,12,45.3,1,0,1,1,0.8,5.4,281.9,260.7,1194.69,213.79,269.66
2,3BHK,Employed,Medium,Partial,Monsoon,32.4,78.6,1,4.5,7,10,44.3,0,1,1,1,6.4,3.3,411.7,443.5,2669.8,363.67,467.28
3,2BHK,Employed,Medium,Yes,Summer,34.2,57.5,0,0.0,6,9,29.2,0,1,1,1,11.1,1.7,230.8,227.8,980.88,186.82,245.28
6,4BHK,Homemaker,High,No,Spring,27.3,49.6,3,2.3,9,17,54.5,0,1,1,1,1.5,3.4,233.3,668.1,4578.79,547.84,639.26
5,3BHK,Homemaker,Low,No,Winter,10.7,54.4,0,0.0,6,16,31.7,0,0,1,1,1.6,3.1,223.0,174.2,683.81,142.83,196.42
5,3BHK,Employed,Medium,Yes,Summer,34.4,54.7,0,0.0,6,16,29.6,0,1,1,1,10.4,4.6,285.5,280.7,1324.42,230.16,291.0
2,3BHK,Student,Medium,Yes,Monsoon,30.1,71.6,1,3.8,5,10,49.5,1,0,1,1,5.5,5.6,746.6,467.2,2871.41,383.12,429.78
2,2BHK,Employed,High,Partial,Monsoon,30.0,82.0,2,4.2,4,7,53.1,1,0,1,1,5.8,2.1,603.3,518.6,3308.14,425.26,612.2
5,1BHK,Employed,Very High,No,Summer,35.4,75.0,1,9.0,3,7,69.8,0,1,1,1,2.7,2.9,263.1,636.4,4309.04,521.81,609.49
5,2BHK,Employed,Medium,No,Summer,36.4,57.2,0,0.0,9,10,47.7,0,0,1,1,3.7,4.2,254.5,264.6,1219.78,216.96,310.11
5,3BHK,Employed,High,Yes,Winter,18.0,49.3,1,0.0,7,16,56.5,0,1,1,1,8.1,2.8,517.5,222.7,947.84,182.65,210.2
4,2BHK,Employed,High,No,Winter,13.4,54.2,0,0.0,5,9,48.8,0,1,1,1,2.4,3.4,165.4,153.9,592.4,126.17,161.99
2,1BHK,Employed,High,No,Summer,38.3,75.0,1,10.0,2,4,55.0,1,1,1,1,1.3,2.3,654.3,692.3,4784.15,567.65,655.93
8,3BHK,Homemaker,Medium,No,Winter,8.0,46.7,2,0.0,9,16,36.6,0,0,1,1,2.2,4.3,234.3,226.0,968.8,185.29,238.92
2,3BHK,Employed,High,Partial,Winter,21.7,63.7,2,0.0,7,13,49.1,1,0,1,1,5.8,1.3,597.6,180.5,712.46,148.05,176.12
2,2BHK,Retired,High,No,Spring,29.2,44.8,1,2.4,5,8,47.2,0,0,1,1,2.3,4.4,335.1,290.9,1390.99,238.56,316.04
3,2BHK,Employed,High,Partial,Summer,36.4,45.0,1,8.7,4,9,56.3,1,1,1,1,8.8,1.9,787.8,789.3,5608.97,647.22,659.18
5,2BHK,Retired,Low,No,Summer,37.2,50.2,0,0.0,6,14,26.0,0,1,1,1,1.6,6.3,238.3,300.4,1453.32,246.32,278.41
4,3BHK,Student,Low,Partial,Monsoon,29.9,91.0,1,4.1,7,13,30.0,0,0,1,1,5.0,1.7,549.9,440.3,2642.75,361.07,457.23
8,1BHK,Self-Employed,Medium,Partial,Summer,37.4,64.7,0,0.0,7,13,29.5,0,1,1,1,7.6,3.6,262.3,302.9,1474.38,248.35,313.27
3,3BHK,Student,Medium,No,Spring,27.1,48.9,2,2.1,5,13,36.9,1,0,1,1,5.8,0.5,462.5,386.7,2186.68,317.07,418.83
5,2BHK,Retired,Medium,Yes,Spring,28.3,53.3,1,2.2,6,10,26.5,0,0,1,1,0.0,4.7,343.3,362.8,1983.98,297.51,343.21
7,4BHK,Homemaker,Medium,Partial,Summer,38.3,56.7,1,9.3,10,19,44.1,0,1,1,1,2.5,6.7,425.1,807.5,5763.45,662.12,832.67
3,3BHK,Student,Low,No,Spring,24.1,47.5,1,1.8,5,13,20.5,0,0,1,1,3.0,0.8,179.8,275.5,1290.55,225.89,299.26
6,2BHK,Employed,Very High,No,Spring,26.9,43.3,2,2.1,5,13,66.2,1,1,1,1,1.3,4.3,479.6,431.9,2570.93,354.14,435.23
4,1BHK,Employed,Medium,No,Spring,28.2,50.9,1,2.2,3,12,51.2,1,1,1,1,4.5,2.6,277.2,293.8,1409.95,240.95,296.23
3,2BHK,Self-Employed,Medium,Yes,Monsoon,31.2,71.7,2,4.3,6,10,46.2,1,1,1,1,8.3,3.6,1183.7,721.4,5032.01,591.56,684.88
2,2BHK,Homemaker,Low,Yes,Summer,39.7,61.5,0,0.0,4,9,25.0,0,0,1,1,1.8,3.5,202.8,225.0,962.5,184.5,198.82
4,3BHK,Self-Employed,High,No,Monsoon,30.7,74.4,1,4.0,6,15,52.2,0,1,1,1,4.4,3.8,505.3,422.2,2488.83,346.22,444.86
2,2BHK,Homemaker,Low,Yes,Spring,27.7,52.1,1,2.1,4,8,14.7,0,0,1,1,1.9,2.4,250.9,272.9,1273.53,223.74,279.67
4,3BHK,Self-Employed,Low,No,Summer,33.4,60.5,0,0.0,6,14,20.6,0,0,1,1,4.1,2.3,324.9,245.0,1092.58,200.91,256.35
4,2BHK,Homemaker,High,Partial,Monsoon,27.6,82.7,1,3.4,6,12,45.3,1,1,1,1,2.7,4.4,743.6,446.4,2693.99,366.01,431.2
4,2BHK,Student,Low,Yes,Summer,36.4,50.2,0,0.0,5,11,26.8,0,1,1,1,5.2,3.0,250.0,232.2,1009.25,190.4,236.2
3,4BHK,Employed,Medium,No,Winter,16.5,42.7,1,0.0,7,15,35.3,0,1,1,1,3.7,4.1,192.8,196.7,785.16,161.3,195.77
4,2BHK,Self-Employed,Medium,Yes,Monsoon,28.5,86.3,1,3.7,4,11,61.7,1,1,1,1,10.3,3.5,440.9,435.5,2602.15,357.15,419.31
7,1BHK,Homemaker,Medium,Partial,Spring,23.1,49.3,1,1.8,6,9,36.5,1,1,1,1,1.4,4.3,199.4,320.5,1624.54,262.84,335.18
3,1BHK,Employed,Medium,Yes,Spring,24.1,50.2,1,1.8,4,7,39.5,0,0,1,1,11.4,3.3,320.7,300.5,1454.21,246.41,286.44
2,3BHK,Employed,Medium,No,Summer,39.0,71.9,2,10.6,7,13,32.3,0,0,1,1,3.8,1.7,419.1,1220.8,9276.38,1001.02,1282.67
5,2BHK,Retired,Medium,No,Winter,11.9,40.5,1,0.0,5,11,35.2,0,0,1,1,2.3,4.8,210.0,171.3,670.91,140.48,179.11
4,4BHK,Student,Low,No,Summer,40.2,62.0,0,0.0,8,16,15.8,0,0,1,1,5.2,3.8,300.4,344.8,1830.88,282.74,325.07
5,2BHK,Student,Medium,Yes,Monsoon,33.3,86.3,0,0.0,5,11,28.6,1,0,1,1,9.1,3.5,224.9,263.8,1214.55,216.3,279.62
6,1BHK,Retired,Medium,No,Summer,40.2,66.0,1,10.2,3,8,43.6,1,1,1,1,1.9,5.5,278.0,692.7,4787.81,568.0,735.06
5,3BHK,Employed,High,No,Monsoon,29.9,74.6,1,3.8,8,14,56.6,0,1,1,1,2.5,3.4,469.0,486.3,3033.87,398.8,463.65
8,1BHK,Employed,Medium,Yes,Monsoon,33.0,79.1,1,4.7,4,10,29.1,0,0,1,1,9.3,5.4,418.5,531.2,3415.08,435.57,473.48
3,3BHK,Self-Employed,Medium,Yes,Summer,39.6,58.8,1,9.7,6,12,31.0,0,0,1,1,6.4,4.1,405.9,787.6,5594.4,645.81,729.39
3,3BHK,Self-Employed,Low,No,Summer,35.3,60.9,0,0.0,7,13,7.8,0,0,1,1,3.2,2.7,272.3,232.0,1008.07,190.25,271.24
4,1BHK,Self-Employed,High,No,Summer,35.6,55.8,1,8.4,4,8,69.4,0,0,1,1,3.1,3.4,635.0,579.0,3821.83,474.81,599.68
5,3BHK,Student,Medium,Yes,Summer,38.8,64.2,0,0.0,6,14,39.9,1,1,1,1,6.8,1.3,275.8,300.1,1451.1,246.11,310.78
4,2BHK,Student,High,Yes,Spring,24.9,54.0,2,1.9,5,12,41.9,1,1,1,1,6.0,2.5,519.7,381.4,2141.67,312.73,409.98
3,2BHK,Employed,Medium,Yes,Winter,14.2,48.3,0,0.0,4,11,45.8,0,1,1,1,9.8,3.9,291.5,157.5,608.89,129.18,173.17
6,2BHK,Homemaker,Medium,No,Winter,19.3,47.0,1,0.0,6,12,38.6,0,0,1,1,1.4,4.4,199.2,162.6,631.52,133.3,190.6
5,2BHK,Employed,Very High,No,Spring,29.6,53.6,1,2.4,6,12,73.2,0,1,1,1,3.4,3.2,225.1,359.5,1955.55,294.77,354.2
7,2BHK,Employed,High,No,Summer,37.4,65.6,1,9.2,5,14,55.0,0,1,1,1,1.8,3.6,352.6,630.3,4257.22,516.81,695.37
4,1BHK,Retired,Medium,Yes,Summer,36.7,58.7,1,8.8,4,9,37.8,0,1,1,1,1.6,5.1,524.2,616.1,4136.93,505.21,631.96
2,2BHK,Employed,High,Partial,Summer,35.6,65.8,2,9.1,4,7,47.8,0,1,1,1,3.8,2.1,972.6,1169.2,8838.0,958.72,1057.37
6,2BHK,Employed,Low,Yes,Summer,35.4,53.7,0,0.0,6,12,25.0,0,1,1,1,10.3,4.0,249.9,281.1,1326.94,230.48,282.86
3,2BHK,Retired,High,No,Winter,8.7,49.7,1,0.0,5,12,45.3,0,1,1,1,2.8,4.8,164.1,161.7,627.78,132.62,171.95
2,3BHK,Self-Employed,High,No,Spring,23.8,54.4,0,0.0,7,10,63.6,1,0,1,1,4.7,1.7,127.3,212.0,877.87,173.82,232.63
6,3BHK,Homemaker,High,No,Summer,36.4,61.5,2,9.2,6,18,57.9,1,1,1,1,1.0,4.5,1206.3,1190.4,9018.72,976.16,1200.12
3,3BHK,Employed,Medium,No,Monsoon,30.3,81.9,2,4.3,5,14,40.3,1,1,1,1,5.7,2.1,717.2,688.4,4751.4,564.49,667.57
7,4BHK,Homemaker,Medium,Yes,Monsoon,31.3,83.1,1,4.3,9,19,33.9,0,0,1,1,1.3,4.1,851.3,569.3,3738.9,466.81,545.45
2,1BHK,Employed,High,No,Summer,34.8,53.0,0,0.0,3,6,64.7,1,0,1,1,2.9,4.8,194.9,187.1,742.12,153.45,203.84
8,2BHK,Employed,Low,Partial,Summer,40.1,50.6,1,9.8,7,14,24.6,0,0,1,1,7.4,5.3,723.4,775.7,5493.48,636.08,800.22
4,2BHK,Self-Employed,Medium,Partial,Monsoon,30.2,82.8,1,4.1,4,11,47.5,0,0,1,1,3.8,2.7,573.7,422.1,2488.21,346.16,398.12
5,2BHK,Employed,Very High,No,Spring,28.8,48.9,0,0.0,6,17,63.5,0,1,1,1,2.6,5.4,257.9,271.7,1265.84,222.77,261.21
4,3BHK,Homemaker,Medium,Yes,Winter,11.8,47.1,1,0.0,6,12,41.1,1,1,1,1,2.2,3.8,207.9,188.7,749.22,154.75,184.16
5,2BHK,Self-Employed,High,Yes,Spring,22.5,50.4,2,1.9,6,12,55.1,0,1,1,1,12.7,3.1,234.3,464.3,2846.86,380.76,441.17
5,1BHK,Self-Employed,Medium,Partial,Monsoon,29.8,80.5,0,0.0,4,7,40.9,0,1,1,1,5.9,3.8,222.9,204.9,832.03,168.04,202.93
1,3BHK,Self-Employed,Low,Yes,Winter,10.5,51.4,1,0.0,5,10,11.8,0,1,1,0,9.6,4.2,130.3,165.5,644.8,135.72,159.5
5,2BHK,Employed,Very High,No,Spring,22.9,49.7,2,1.9,5,12,72.9,1,1,1,1,2.1,3.7,502.5,446.2,2692.56,365.87,405.19
6,3BHK,Employed,Low,No,Summer,36.5,70.2,1,9.2,7,13,19.4,0,1,1,1,2.3,3.7,820.0,754.0,5308.83,618.26,733.29
6,3BHK,Employed,Medium,No,Monsoon,30.9,77.5,1,4.1,6,14,36.2,0,0,1,1,3.3,5.8,468.1,435.9,2605.27,357.45,467.99
2,1BHK,Student,Medium,No,Summer,41.0,54.8,0,0.0,2,9,16.4,0,0,1,1,6.2,3.2,150.2,166.7,649.95,136.66,169.19
1,3BHK,Self-Employed,Low,Yes,Monsoon,28.7,84.7,0,0.0,7,11,21.8,0,0,1,0,9.1,2.8,226.2,253.6,1148.21,207.93,236.61
3,4BHK,Self-Employed,Medium,No,Summer,38.3,69.1,0,0.0,7,14,54.4,0,1,1,1,1.0,3.7,379.9,247.7,1109.8,203.08,269.33
7,4BHK,Retired,Medium,Yes,Monsoon,28.2,82.2,2,3.7,10,18,19.9,1,0,1,1,3.4,6.5,626.0,721.8,5034.97,591.84,745.6
4,1BHK,Employed,Low,No,Monsoon,27.7,83.2,0,0.0,4,8,27.2,0,0,1,1,0.5,2.3,190.7,177.9,700.35,145.84,184.14
7,2BHK,Retired,Medium,No,Monsoon,32.4,82.5,2,4.9,5,12,38.7,0,1,1,1,3.7,5.4,996.5,706.2,4902.55,579.07,724.52
6,3BHK,Retired,Very High,No,Spring,27.9,54.1,2,2.3,8,13,78.6,1,1,1,1,2.2,4.8,433.7,473.3,2923.3,388.13,503.44
8,2BHK,Homemaker,Low,Partial,Summer,38.7,58.2,0,0.0,6,20,9.6,0,0,1,1,2.8,4.8,295.5,320.5,1624.0,262.79,328.23
5,3BHK,Student,Low,Yes,Summer,37.2,56.9,0,0.0,6,15,21.2,0,1,1,1,4.4,7.0,362.2,286.3,1361.03,234.78,291.8
3,1BHK,Employed,High,No,Winter,18.3,60.1,1,0.0,3,7,41.4,1,1,1,1,6.0,3.2,348.6,153.2,589.52,125.64,148.53
5,3BHK,Employed,Medium,No,Spring,23.4,47.8,1,1.8,7,15,20.6,1,1,1,1,1.5,3.7,366.4,353.3,1903.19,289.72,363.99
3,3BHK,Retired,Medium,Partial,Winter,14.7,51.9,1,0.0,5,12,43.9,1,0,1,1,1.1,4.9,475.3,159.5,617.84,130.81,170.98
6,1BHK,Employed,Low,Partial,Monsoon,29.5,87.3,0,0.0,4,10,16.4,0,1,1,1,6.8,4.5,217.2,217.5,914.02,178.38,227.59
2,1BHK,Employed,Medium,Partial,Monsoon,29.1,73.2,0,0.0,3,6,43.5,0,1,1,1,4.4,2.3,158.9,144.1,548.58,118.19,158.93
4,1BHK,Self-Employed,Low,Yes,Summer,38.1,64.4,1,9.4,5,6,18.5,0,0,1,1,11.7,3.9,680.5,810.9,5792.98,664.97,689.54
6,2BHK,Student,Medium,Yes,Monsoon,32.9,73.8,0,0.0,6,12,31.3,1,0,1,1,4.0,2.3,356.1,280.3,1321.87,229.84,290.01
4,4BHK,Employed,Low,No,Spring,23.2,43.5,0,0.0,8,18,14.4,0,0,1,1,5.1,3.3,298.4,297.5,1433.82,243.96,301.22
4,3BHK,Employed,Very High,No,Monsoon,34.0,86.6,1,5.1,7,14,59.2,1,1,1,1,4.9,3.5,461.8,559.3,3654.27,458.65,551.29
4,4BHK,Homemaker,Very High,Partial,Summer,35.8,62.2,2,9.1,7,18,73.1,0,0,1,1,0.9,2.4,1308.4,1309.4,10029.95,1073.71,1143.67
3,1BHK,Self-Employed,Medium,No,Summer,37.5,73.9,0,0.0,3,9,41.7,0,1,1,1,5.8,3.5,188.7,196.8,785.61,161.38,188.07
5,2BHK,Employed,Medium,Yes,Monsoon,30.4,85.2,2,4.4,5,11,33.0,0,1,1,1,9.9,2.2,553.4,742.9,5214.94,609.21,660.36
4,2BHK,Employed,Low,Partial,Monsoon,28.6,78.8,1,3.6,5,14,17.9,0,1,1,1,4.0,3.8,393.7,407.3,2361.63,333.95,410.54
3,3BHK,Retired,Medium,Partial,Winter,12.6,56.8,1,0.0,8,12,37.8,0,0,1,1,0.0,6.8,188.0,208.1,852.37,170.61,193.01
3,2BHK,Employed,Medium,Yes,Monsoon,26.0,85.9,0,0.0,5,11,51.1,1,1,1,1,7.0,3.5,246.1,256.7,1168.66,210.51,247.34
7,3BHK,Homemaker,Low,No,Monsoon,33.1,73.8,1,4.6,10,15,5.0,0,1,1,1,1.2,4.2,447.9,535.6,3452.45,439.18,577.2
3,3BHK,Employed,Low,Partial,Winter,8.3,38.3,0,0.0,7,12,14.9,0,1,1,1,3.5,1.1,232.1,175.4,689.08,143.79,178.91
3,2BHK,Employed,Very High,Partial,Winter,18.3,50.4,1,0.0,7,11,86.8,0,1,1,1,5.2,4.1,157.1,187.2,742.47,153.52,176.06
5,2BHK,Homemaker,Medium,Yes,Monsoon,27.4,74.1,2,3.4,7,16,33.8,0,1,1,1,1.1,4.1,584.2,534.8,3445.53,438.51,599.92
4,1BHK,Homemaker,Low,Yes,Spring,28.0,45.0,0,0.0,3,9,6.6,0,1,1,1,2.7,3.1,181.2,182.4,720.75,149.56,183.4
3,4BHK,Employed,Low,Yes,Monsoon,31.7,83.1,1,4.4,9,15,19.5,0,1,1,1,8.6,3.8,514.0,541.8,3505.18,444.26,529.02
5,2BHK,Employed,Medium,No,Summer,32.2,59.3,2,7.8,5,11,32.6,1,1,1,1,0.5,3.7,1263.4,1069.5,7990.9,877.0,1008.14
2,1BHK,Student,Medium,Yes,Summer,38.0,56.4,0,0.0,3,6,47.3,0,0,1,1,7.9,3.0,198.5,175.3,688.92,143.76,176.17
6,4BHK,Retired,Low,No,Spring,29.9,46.8,0,0.0,10,19,11.0,0,0,1,1,0.0,6.6,416.9,349.5,1870.84,286.6,360.8
6,3BHK,Retired,High,Partial,Summer,39.9,72.1,2,10.9,7,17,58.4,1,0,1,1,0.9,5.7,458.5,1571.9,12260.95,1288.94,1394.87
5,3BHK,Homemaker,Low,No,Winter,14.1,49.3,1,0.0,6,18,34.0,0,0,1,1,1.8,2.7,216.1,191.8,763.11,157.28,201.66
5,2BHK,Homemaker,Very High,Yes,Winter,16.7,53.5,1,0.0,6,12,57.9,0,1,1,1,1.2,2.9,208.4,177.9,700.74,145.91,177.43
3,1BHK,Student,Low,Partial,Summer,37.8,58.0,0,0.0,2,8,14.1,0,0,1,1,5.3,3.2,188.4,175.7,690.48,144.04,167.57
6,1BHK,Employed,High,No,Monsoon,31.4,75.3,1,4.2,3,10,62.4,1,0,1,1,2.8,3.6,412.1,373.2,2071.84,305.99,423.62
5,2BHK,Self-Employed,Low,Partial,Spring,26.2,44.9,1,1.8,6,11,19.1,0,1,1,1,8.9,6.1,367.0,341.4,1802.17,279.97,353.33
8,4BHK,Employed,Low,Yes,Winter,17.6,59.4,3,0.0,10,19,14.2,0,1,1,1,9.5,6.0,284.8,262.2,1204.15,214.99,292.69
4,4BHK,Student,High,Yes,Monsoon,30.6,84.8,3,4.7,7,19,55.0,0,1,1,1,5.9,3.7,1687.5,1068.2,7979.78,875.93,960.25
7,3BHK,Employed,Medium,Yes,Summer,35.8,55.4,2,9.0,7,15,31.7,1,0,1,1,9.3,6.0,1113.2,1358.1,10443.98,1113.65,1223.97
4,3BHK,Employed,Medium,Yes,Monsoon,29.7,76.8,1,3.8,7,12,29.4,0,0,1,1,9.0,3.3,437.6,427.7,2535.4,350.71,453.2
6,2BHK,Employed,High,Yes,Summer,36.3,67.4,1,9.0,6,12,58.5,1,0,1,1,8.7,5.7,681.6,810.7,5791.2,664.8,748.71
3,3BHK,Homemaker,Medium,No,Monsoon,29.1,80.1,1,3.7,5,15,40.3,0,1,1,1,1.1,3.5,487.0,381.0,2138.17,312.39,400.34
2,3BHK,Employed,Medium,Partial,Summer,32.0,65.0,2,7.9,7,18,28.4,0,1,1,1,6.0,2.6,1515.0,1247.5,9503.82,1022.96,1033.14
4,3BHK,Homemaker,Medium,No,Monsoon,27.6,79.3,1,3.4,6,14,47.5,1,1,1,1,1.2,5.7,400.7,452.1,2742.52,370.69,438.78
5,2BHK,Self-Employed,Low,Partial,Summer,41.5,65.9,0,0.0,5,14,26.2,0,0,1,1,6.6,2.7,261.8,262.7,1207.61,215.42,262.02
2,3BHK,Homemaker,High,No,Summer,35.2,67.4,2,9.1,5,11,60.0,0,0,1,1,0.9,3.0,988.9,1301.1,9959.01,1066.87,1081.56
5,1BHK,Employed,Medium,No,Monsoon,29.2,79.3,1,3.8,3,9,37.6,0,0,1,1,4.8,3.3,461.5,355.7,1923.06,291.64,370.8
5,1BHK,Student,Medium,Partial,Monsoon,29.6,75.1,0,0.0,3,11,43.3,1,0,1,1,3.8,3.0,240.1,226.3,970.74,185.54,220.11
8,4BHK,Employed,Medium,Yes,Summer,35.8,57.3,2,9.0,10,20,34.2,0,1,1,1,9.8,4.5,1365.9,1087.5,8143.6,891.74,1264.14
4,3BHK,Student,High,Partial,Summer,39.1,57.5,2,10.1,7,14,57.9,0,0,1,1,5.4,2.7,1156.6,1448.4,11211.73,1187.72,1250.33
4,3BHK,Homemaker,High,Partial,Monsoon,31.6,79.4,2,4.6,7,15,53.1,0,1,1,1,0.0,2.9,814.3,647.8,4406.05,531.17,700.86
1,2BHK,Homemaker,Medium,No,Monsoon,33.3,86.4,1,4.9,4,9,26.0,1,1,1,0,1.8,4.2,545.4,435.2,2599.12,356.86,445.53
4,1BHK,Employed,Medium,Partial,Spring,25.2,45.6,0,0.0,3,9,46.2,0,1,1,1,6.5,2.9,210.2,170.5,667.25,139.81,183.72
8,1BHK,Employed,Medium,Yes,Winter,16.7,38.8,0,0.0,5,11,45.4,1,1,1,1,8.9,5.2,191.4,224.7,960.4,184.24,216.4
6,2BHK,Retired,High,No,Spring,26.6,46.4,2,2.0,6,11,45.6,0,1,1,1,1.0,6.6,527.6,444.3,2676.68,364.34,444.8
2,2BHK,Student,Medium,No,Summer,36.2,71.0,2,9.6,4,10,29.0,0,1,1,1,2.7,2.0,884.8,1306.0,10001.08,1070.93,1115.09
4,2BHK,Self-Employed,High,No,Summer,36.5,63.7,2,9.4,4,14,59.5,1,1,1,1,2.9,4.8,873.6,1350.9,10382.56,1107.73,1162.21
5,3BHK,Employed,High,No,Spring,29.1,51.4,0,0.0,6,16,56.9,0,0,1,1,0.7,4.3,324.2,233.9,1020.58,191.83,251.56
6,2BHK,Retired,Medium,Yes,Spring,27.5,51.8,0,0.0,8,14,24.4,1,1,1,1,0.1,4.5,180.8,305.8,1499.36,250.76,295.52
5,4BHK,Homemaker,High,No,Monsoon,30.0,78.7,3,4.4,8,17,44.2,1,1,1,1,0.0,2.8,1449.8,954.6,7014.09,782.77,949.96
2,1BHK,Employed,Medium,Yes,Winter,14.1,46.9,1,0.0,2,5,40.4,0,1,1,1,8.8,1.9,404.6,111.8,402.97,91.65,128.08
4,3BHK,Homemaker,High,Yes,Monsoon,31.2,79.8,1,4.3,7,13,63.7,0,1,1,1,2.6,2.0,456.5,472.5,2915.91,387.42,458.11
7,2BHK,Homemaker,Medium,Yes,Winter,11.8,46.9,2,0.0,8,14,17.2,1,1,1,1,2.9,5.7,642.8,227.4,977.89,186.44,238.8
3,1BHK,Employed,Medium,Partial,Spring,24.5,51.1,0,0.0,4,7,48.4,1,1,1,1,5.4,2.4,164.4,196.0,782.09,160.74,187.81
7,3BHK,Homemaker,Medium,Yes,Summer,34.8,53.6,1,8.2,7,17,39.2,1,0,1,1,2.9,4.7,730.9,819.5,5866.06,672.02,737.26
3,4BHK,Homemaker,Medium,Yes,Summer,34.0,65.1,2,8.6,8,17,38.2,0,1,1,1,2.5,3.1,847.8,1133.4,8534.12,929.41,1118.0
4,2BHK,Homemaker,High,Partial,Winter,16.7,53.3,1,0.0,4,10,60.6,1,0,1,1,1.0,5.0,139.0,175.1,688.04,143.6,160.77
4,2BHK,Employed,High,No,Winter,14.6,41.6,2,0.0,5,9,42.5,0,1,1,1,3.6,3.5,637.2,161.2,625.38,132.18,165.85
5,4BHK,Self-Employed,Medium,Yes,Monsoon,30.1,82.6,1,4.0,8,19,29.2,1,0,1,1,7.7,6.5,491.5,615.4,4130.53,504.59,549.94
3,2BHK,Employed,Very High,No,Winter,15.9,42.0,1,0.0,6,8,77.9,1,1,1,1,2.1,4.4,150.4,153.8,591.91,126.08,162.48
4,3BHK,Employed,High,No,Spring,25.1,50.9,2,1.9,7,13,51.3,0,1,1,1,4.9,3.1,508.6,461.4,2821.81,378.34,439.75
4,2BHK,Employed,Medium,Yes,Winter,13.0,50.0,1,0.0,6,12,43.3,1,1,1,1,4.9,4.1,158.6,195.7,780.68,160.48,190.26
8,4BHK,Student,High,Yes,Summer,37.0,54.6,3,9.8,10,20,54.0,0,1,1,1,6.1,5.6,1973.2,2014.7,16025.16,1652.07,1802.83
5,4BHK,Self-Employed,High,Yes,Winter,12.3,58.2,2,0.0,10,19,67.8,1,1,1,1,10.2,3.2,216.5,238.5,1050.53,195.61,244.07
6,3BHK,Employed,Medium,Yes,Monsoon,33.7,76.7,2,5.1,7,14,44.6,0,1,1,1,8.6,4.5,807.3,858.6,6197.7,704.01,787.88
7,2BHK,Employed,Medium,Yes,Winter,13.5,55.9,1,0.0,5,12,37.4,0,1,1,1,8.3,3.6,215.3,202.7,817.61,166.22,205.23
8,1BHK,Employed,Medium,No,Spring,30.8,45.8,1,2.7,5,11,28.0,1,1,1,1,2.8,5.4,487.5,393.5,2244.62,322.66,388.83
6,4BHK,Employed,Medium,No,Summer,33.3,59.1,3,8.6,8,17,39.9,0,0,1,1,2.6,5.5,1838.6,1584.8,12370.65,1299.52,1556.7
8,4BHK,Employed,Very High,No,Monsoon,27.1,79.5,2,3.4,10,19,58.0,0,1,1,1,0.7,5.3,838.6,701.5,4862.5,575.21,673.37
3,1BHK,Retired,Low,Partial,Summer,32.0,55.8,0,0.0,2,9,15.9,0,1,1,1,1.5,4.0,178.0,154.9,597.09,127.02,162.92
4,3BHK,Retired,Low,Yes,Winter,13.4,60.3,0,0.0,6,14,23.4,0,0,1,1,1.0,6.8,193.5,220.7,934.58,180.98,198.05
6,2BHK,Employed,High,Partial,Summer,32.4,57.3,0,0.0,7,10,58.5,0,1,1,1,4.5,5.0,318.0,276.1,1294.52,226.39,272.35
2,2BHK,Homemaker,High,No,Summer,35.1,66.4,1,8.5,3,9,54.6,1,1,1,1,0.0,4.0,611.1,565.2,3703.97,463.44,612.97
3,1BHK,Employed,High,No,Summer,40.6,60.9,1,10.0,3,6,54.8,1,1,1,1,7.0,2.6,582.1,574.8,3785.91,471.35,703.42
